DATE,DRAW,WINNING NUMBERS,winning_digit_1,winning_digit_2,winning_digit_3
1601251200.0,2.0,616.0,6.0,1.0,6.0
1601337600.0,0.0,242.0,2.0,4.0,2.0
1601337600.0,1.0,410.0,4.0,1.0,0.0
1601337600.0,2.0,469.0,4.0,6.0,9.0
1601424000.0,2.0,442.0,4.0,4.0,2.0
1601424000.0,0.0,362.0,3.0,6.0,2.0
1601424000.0,1.0,482.0,4.0,8.0,2.0
1601510400.0,0.0,91.0,0.0,9.0,1.0
1601510400.0,1.0,680.0,6.0,8.0,0.0
1601510400.0,2.0,553.0,5.0,5.0,3.0
1601596800.0,0.0,387.0,3.0,8.0,7.0
1601596800.0,1.0,966.0,9.0,6.0,6.0
1601596800.0,2.0,865.0,8.0,6.0,5.0
1601683200.0,0.0,554.0,5.0,5.0,4.0
1601683200.0,1.0,684.0,6.0,8.0,4.0
1601683200.0,2.0,208.0,2.0,0.0,8.0
1601769600.0,2.0,672.0,6.0,7.0,2.0
1601769600.0,1.0,664.0,6.0,6.0,4.0
1601769600.0,0.0,720.0,7.0,2.0,0.0
1601856000.0,0.0,701.0,7.0,0.0,1.0
1601856000.0,1.0,580.0,5.0,8.0,0.0
1601856000.0,2.0,710.0,7.0,1.0,0.0
1601942400.0,0.0,75.0,0.0,7.0,5.0
1601942400.0,1.0,134.0,1.0,3.0,4.0
1601942400.0,2.0,886.0,8.0,8.0,6.0
1602028800.0,2.0,135.0,1.0,3.0,5.0
1602028800.0,0.0,78.0,0.0,7.0,8.0
1602028800.0,1.0,834.0,8.0,3.0,4.0
1602115200.0,0.0,768.0,7.0,6.0,8.0
1602115200.0,1.0,653.0,6.0,5.0,3.0
1602115200.0,2.0,708.0,7.0,0.0,8.0
1602201600.0,0.0,256.0,2.0,5.0,6.0
1602201600.0,1.0,997.0,9.0,9.0,7.0
1602201600.0,2.0,259.0,2.0,5.0,9.0
1602288000.0,0.0,417.0,4.0,1.0,7.0
1602288000.0,1.0,236.0,2.0,3.0,6.0
1602288000.0,2.0,887.0,8.0,8.0,7.0
1602374400.0,0.0,78.0,0.0,7.0,8.0
1602374400.0,1.0,865.0,8.0,6.0,5.0
1602374400.0,2.0,14.0,0.0,1.0,4.0
1602460800.0,0.0,371.0,3.0,7.0,1.0
1602460800.0,1.0,993.0,9.0,9.0,3.0
1602460800.0,2.0,230.0,2.0,3.0,0.0
1602547200.0,0.0,472.0,4.0,7.0,2.0
1602547200.0,1.0,183.0,1.0,8.0,3.0
1602547200.0,2.0,836.0,8.0,3.0,6.0
1602633600.0,2.0,177.0,1.0,7.0,7.0
1602633600.0,0.0,524.0,5.0,2.0,4.0
1602633600.0,1.0,582.0,5.0,8.0,2.0
1602720000.0,0.0,766.0,7.0,6.0,6.0
1602720000.0,1.0,656.0,6.0,5.0,6.0
1602720000.0,2.0,994.0,9.0,9.0,4.0
1602806400.0,0.0,533.0,5.0,3.0,3.0
1602806400.0,1.0,531.0,5.0,3.0,1.0
1602806400.0,2.0,748.0,7.0,4.0,8.0
1602892800.0,0.0,872.0,8.0,7.0,2.0
1602892800.0,1.0,600.0,6.0,0.0,0.0
1602892800.0,2.0,79.0,0.0,7.0,9.0
1602979200.0,2.0,830.0,8.0,3.0,0.0
1602979200.0,1.0,894.0,8.0,9.0,4.0
1602979200.0,0.0,893.0,8.0,9.0,3.0
1603065600.0,0.0,863.0,8.0,6.0,3.0
1603065600.0,1.0,14.0,0.0,1.0,4.0
1603065600.0,2.0,470.0,4.0,7.0,0.0
1603152000.0,0.0,554.0,5.0,5.0,4.0
1603152000.0,1.0,319.0,3.0,1.0,9.0
1603152000.0,2.0,392.0,3.0,9.0,2.0
1603238400.0,2.0,458.0,4.0,5.0,8.0
1603238400.0,0.0,508.0,5.0,0.0,8.0
1603238400.0,1.0,486.0,4.0,8.0,6.0
1603324800.0,0.0,542.0,5.0,4.0,2.0
1603324800.0,2.0,304.0,3.0,0.0,4.0
1603324800.0,1.0,467.0,4.0,6.0,7.0
1603411200.0,0.0,470.0,4.0,7.0,0.0
1603411200.0,1.0,36.0,0.0,3.0,6.0
1603411200.0,2.0,288.0,2.0,8.0,8.0
1603497600.0,0.0,379.0,3.0,7.0,9.0
1603497600.0,1.0,378.0,3.0,7.0,8.0
1603497600.0,2.0,149.0,1.0,4.0,9.0
1603584000.0,0.0,870.0,8.0,7.0,0.0
1603584000.0,1.0,965.0,9.0,6.0,5.0
1603584000.0,2.0,787.0,7.0,8.0,7.0
1603670400.0,0.0,738.0,7.0,3.0,8.0
1603670400.0,1.0,302.0,3.0,0.0,2.0
1603670400.0,2.0,484.0,4.0,8.0,4.0
1603756800.0,0.0,648.0,6.0,4.0,8.0
1603756800.0,1.0,322.0,3.0,2.0,2.0
1603756800.0,2.0,793.0,7.0,9.0,3.0
1603843200.0,0.0,364.0,3.0,6.0,4.0
1603843200.0,1.0,244.0,2.0,4.0,4.0
1603843200.0,2.0,500.0,5.0,0.0,0.0
1603929600.0,2.0,493.0,4.0,9.0,3.0
1603929600.0,0.0,756.0,7.0,5.0,6.0
1603929600.0,1.0,829.0,8.0,2.0,9.0
1604016000.0,0.0,278.0,2.0,7.0,8.0
1604016000.0,1.0,281.0,2.0,8.0,1.0
1604016000.0,2.0,391.0,3.0,9.0,1.0
1604102400.0,0.0,290.0,2.0,9.0,0.0
1604102400.0,1.0,629.0,6.0,2.0,9.0
1604102400.0,2.0,319.0,3.0,1.0,9.0
1604188800.0,0.0,754.0,7.0,5.0,4.0
1604188800.0,1.0,898.0,8.0,9.0,8.0
1604188800.0,2.0,275.0,2.0,7.0,5.0
1604275200.0,2.0,312.0,3.0,1.0,2.0
1604275200.0,1.0,622.0,6.0,2.0,2.0
1604275200.0,0.0,758.0,7.0,5.0,8.0
1604361600.0,0.0,729.0,7.0,2.0,9.0
1604361600.0,1.0,202.0,2.0,0.0,2.0
1604361600.0,2.0,925.0,9.0,2.0,5.0
1604448000.0,0.0,862.0,8.0,6.0,2.0
1604448000.0,1.0,561.0,5.0,6.0,1.0
1604448000.0,2.0,720.0,7.0,2.0,0.0
1604534400.0,2.0,735.0,7.0,3.0,5.0
1604534400.0,0.0,623.0,6.0,2.0,3.0
1604534400.0,1.0,997.0,9.0,9.0,7.0
1604620800.0,0.0,205.0,2.0,0.0,5.0
1604620800.0,1.0,496.0,4.0,9.0,6.0
1604620800.0,2.0,633.0,6.0,3.0,3.0
1604707200.0,0.0,336.0,3.0,3.0,6.0
1604707200.0,1.0,657.0,6.0,5.0,7.0
1604707200.0,2.0,249.0,2.0,4.0,9.0
1604793600.0,0.0,698.0,6.0,9.0,8.0
1604793600.0,1.0,967.0,9.0,6.0,7.0
1604793600.0,2.0,276.0,2.0,7.0,6.0
1604880000.0,0.0,980.0,9.0,8.0,0.0
1604880000.0,1.0,290.0,2.0,9.0,0.0
1604880000.0,2.0,451.0,4.0,5.0,1.0
1604966400.0,0.0,491.0,4.0,9.0,1.0
1604966400.0,1.0,728.0,7.0,2.0,8.0
1604966400.0,2.0,115.0,1.0,1.0,5.0
1605052800.0,0.0,248.0,2.0,4.0,8.0
1605052800.0,1.0,312.0,3.0,1.0,2.0
1605052800.0,2.0,109.0,1.0,0.0,9.0
1605139200.0,2.0,518.0,5.0,1.0,8.0
1605139200.0,0.0,823.0,8.0,2.0,3.0
1605139200.0,1.0,503.0,5.0,0.0,3.0
1605225600.0,0.0,701.0,7.0,0.0,1.0
1605225600.0,1.0,677.0,6.0,7.0,7.0
1605225600.0,2.0,980.0,9.0,8.0,0.0
1605312000.0,0.0,48.0,0.0,4.0,8.0
1605312000.0,1.0,572.0,5.0,7.0,2.0
1605312000.0,2.0,544.0,5.0,4.0,4.0
1605398400.0,0.0,172.0,1.0,7.0,2.0
1605398400.0,1.0,203.0,2.0,0.0,3.0
1605398400.0,2.0,729.0,7.0,2.0,9.0
1605484800.0,2.0,669.0,6.0,6.0,9.0
1605484800.0,1.0,775.0,7.0,7.0,5.0
1605484800.0,0.0,278.0,2.0,7.0,8.0
1605571200.0,0.0,652.0,6.0,5.0,2.0
1605571200.0,1.0,837.0,8.0,3.0,7.0
1605571200.0,2.0,364.0,3.0,6.0,4.0
1605657600.0,0.0,745.0,7.0,4.0,5.0
1605657600.0,1.0,447.0,4.0,4.0,7.0
1605657600.0,2.0,879.0,8.0,7.0,9.0
1605744000.0,2.0,867.0,8.0,6.0,7.0
1605744000.0,0.0,818.0,8.0,1.0,8.0
1605744000.0,1.0,360.0,3.0,6.0,0.0
1605830400.0,0.0,703.0,7.0,0.0,3.0
1605830400.0,1.0,511.0,5.0,1.0,1.0
1605830400.0,2.0,959.0,9.0,5.0,9.0
1605916800.0,0.0,986.0,9.0,8.0,6.0
1605916800.0,2.0,318.0,3.0,1.0,8.0
1605916800.0,1.0,732.0,7.0,3.0,2.0
1606003200.0,0.0,408.0,4.0,0.0,8.0
1606003200.0,1.0,22.0,0.0,2.0,2.0
1606003200.0,2.0,482.0,4.0,8.0,2.0
1606089600.0,0.0,474.0,4.0,7.0,4.0
1606089600.0,1.0,207.0,2.0,0.0,7.0
1606089600.0,2.0,860.0,8.0,6.0,0.0
1606176000.0,0.0,892.0,8.0,9.0,2.0
1606176000.0,1.0,248.0,2.0,4.0,8.0
1606176000.0,2.0,306.0,3.0,0.0,6.0
1606262400.0,0.0,65.0,0.0,6.0,5.0
1606262400.0,1.0,809.0,8.0,0.0,9.0
1606262400.0,2.0,182.0,1.0,8.0,2.0
1606348800.0,0.0,683.0,6.0,8.0,3.0
1606348800.0,1.0,917.0,9.0,1.0,7.0
1606348800.0,2.0,10.0,0.0,1.0,0.0
1606435200.0,0.0,286.0,2.0,8.0,6.0
1606435200.0,1.0,591.0,5.0,9.0,1.0
1606435200.0,2.0,639.0,6.0,3.0,9.0
1606521600.0,2.0,997.0,9.0,9.0,7.0
1606521600.0,0.0,849.0,8.0,4.0,9.0
1606521600.0,1.0,771.0,7.0,7.0,1.0
1606608000.0,0.0,63.0,0.0,6.0,3.0
1606608000.0,1.0,182.0,1.0,8.0,2.0
1606608000.0,2.0,370.0,3.0,7.0,0.0
1606694400.0,0.0,866.0,8.0,6.0,6.0
1606694400.0,1.0,630.0,6.0,3.0,0.0
1606694400.0,2.0,679.0,6.0,7.0,9.0
1606780800.0,0.0,437.0,4.0,3.0,7.0
1606780800.0,1.0,920.0,9.0,2.0,0.0
1606780800.0,2.0,793.0,7.0,9.0,3.0
1606867200.0,2.0,69.0,0.0,6.0,9.0
1606867200.0,1.0,9.0,0.0,0.0,9.0
1606867200.0,0.0,185.0,1.0,8.0,5.0
1606953600.0,0.0,580.0,5.0,8.0,0.0
1606953600.0,1.0,524.0,5.0,2.0,4.0
1606953600.0,2.0,492.0,4.0,9.0,2.0
1607040000.0,0.0,229.0,2.0,2.0,9.0
1607040000.0,1.0,508.0,5.0,0.0,8.0
1607040000.0,2.0,575.0,5.0,7.0,5.0
1607126400.0,2.0,776.0,7.0,7.0,6.0
1607126400.0,0.0,121.0,1.0,2.0,1.0
1607126400.0,1.0,655.0,6.0,5.0,5.0
1607212800.0,0.0,10.0,0.0,1.0,0.0
1607212800.0,1.0,607.0,6.0,0.0,7.0
1607212800.0,2.0,724.0,7.0,2.0,4.0
1607299200.0,0.0,532.0,5.0,3.0,2.0
1607299200.0,1.0,669.0,6.0,6.0,9.0
1607299200.0,2.0,702.0,7.0,0.0,2.0
1607385600.0,0.0,651.0,6.0,5.0,1.0
1607385600.0,1.0,87.0,0.0,8.0,7.0
1607385600.0,2.0,503.0,5.0,0.0,3.0
1607472000.0,0.0,949.0,9.0,4.0,9.0
1607472000.0,1.0,589.0,5.0,8.0,9.0
1607472000.0,2.0,84.0,0.0,8.0,4.0
1607558400.0,0.0,186.0,1.0,8.0,6.0
1607558400.0,1.0,220.0,2.0,2.0,0.0
1607558400.0,2.0,478.0,4.0,7.0,8.0
1607644800.0,0.0,857.0,8.0,5.0,7.0
1607644800.0,1.0,850.0,8.0,5.0,0.0
1607644800.0,2.0,783.0,7.0,8.0,3.0
1607731200.0,2.0,366.0,3.0,6.0,6.0
1607731200.0,0.0,661.0,6.0,6.0,1.0
1607731200.0,1.0,350.0,3.0,5.0,0.0
1607817600.0,0.0,318.0,3.0,1.0,8.0
1607817600.0,1.0,912.0,9.0,1.0,2.0
1607817600.0,2.0,38.0,0.0,3.0,8.0
1607904000.0,0.0,813.0,8.0,1.0,3.0
1607904000.0,1.0,396.0,3.0,9.0,6.0
1607904000.0,2.0,717.0,7.0,1.0,7.0
1607990400.0,0.0,31.0,0.0,3.0,1.0
1607990400.0,1.0,368.0,3.0,6.0,8.0
1607990400.0,2.0,490.0,4.0,9.0,0.0
1608076800.0,2.0,862.0,8.0,6.0,2.0
1608076800.0,1.0,953.0,9.0,5.0,3.0
1608076800.0,0.0,833.0,8.0,3.0,3.0
1608163200.0,0.0,409.0,4.0,0.0,9.0
1608163200.0,1.0,918.0,9.0,1.0,8.0
1608163200.0,2.0,363.0,3.0,6.0,3.0
1608249600.0,0.0,599.0,5.0,9.0,9.0
1608249600.0,1.0,418.0,4.0,1.0,8.0
1608249600.0,2.0,62.0,0.0,6.0,2.0
1608336000.0,2.0,913.0,9.0,1.0,3.0
1608336000.0,0.0,253.0,2.0,5.0,3.0
1608336000.0,1.0,324.0,3.0,2.0,4.0
1608422400.0,0.0,205.0,2.0,0.0,5.0
1608422400.0,1.0,826.0,8.0,2.0,6.0
1608422400.0,2.0,599.0,5.0,9.0,9.0
1608508800.0,0.0,83.0,0.0,8.0,3.0
1608508800.0,1.0,711.0,7.0,1.0,1.0
1608508800.0,2.0,681.0,6.0,8.0,1.0
1608595200.0,0.0,7.0,0.0,0.0,7.0
1608595200.0,1.0,325.0,3.0,2.0,5.0
1608595200.0,2.0,118.0,1.0,1.0,8.0
1608681600.0,0.0,417.0,4.0,1.0,7.0
1608681600.0,1.0,243.0,2.0,4.0,3.0
1608681600.0,2.0,411.0,4.0,1.0,1.0
1608768000.0,0.0,181.0,1.0,8.0,1.0
1608768000.0,1.0,733.0,7.0,3.0,3.0
1608768000.0,2.0,607.0,6.0,0.0,7.0
1608854400.0,0.0,13.0,0.0,1.0,3.0
1608854400.0,1.0,308.0,3.0,0.0,8.0
1608854400.0,2.0,309.0,3.0,0.0,9.0
1608940800.0,0.0,489.0,4.0,8.0,9.0
1608940800.0,1.0,704.0,7.0,0.0,4.0
1608940800.0,2.0,770.0,7.0,7.0,0.0
1609027200.0,2.0,452.0,4.0,5.0,2.0
1609027200.0,0.0,895.0,8.0,9.0,5.0
1609027200.0,1.0,125.0,1.0,2.0,5.0
1609113600.0,0.0,207.0,2.0,0.0,7.0
1609113600.0,1.0,489.0,4.0,8.0,9.0
1609113600.0,2.0,336.0,3.0,3.0,6.0
1609200000.0,0.0,956.0,9.0,5.0,6.0
1609200000.0,1.0,549.0,5.0,4.0,9.0
1609200000.0,2.0,264.0,2.0,6.0,4.0
1609286400.0,0.0,622.0,6.0,2.0,2.0
1609286400.0,1.0,64.0,0.0,6.0,4.0
1609286400.0,2.0,823.0,8.0,2.0,3.0
1609372800.0,2.0,844.0,8.0,4.0,4.0
1609372800.0,1.0,88.0,0.0,8.0,8.0
1609372800.0,0.0,669.0,6.0,6.0,9.0
1609459200.0,0.0,469.0,4.0,6.0,9.0
1609459200.0,1.0,799.0,7.0,9.0,9.0
1609459200.0,2.0,987.0,9.0,8.0,7.0
1609545600.0,0.0,949.0,9.0,4.0,9.0
1609545600.0,1.0,476.0,4.0,7.0,6.0
1609545600.0,2.0,860.0,8.0,6.0,0.0
1609632000.0,2.0,278.0,2.0,7.0,8.0
1609632000.0,0.0,30.0,0.0,3.0,0.0
1609632000.0,1.0,325.0,3.0,2.0,5.0
1609718400.0,0.0,592.0,5.0,9.0,2.0
1609718400.0,2.0,888.0,8.0,8.0,8.0
1609718400.0,1.0,910.0,9.0,1.0,0.0
1609804800.0,0.0,658.0,6.0,5.0,8.0
1609804800.0,1.0,196.0,1.0,9.0,6.0
1609804800.0,2.0,622.0,6.0,2.0,2.0
1609891200.0,0.0,356.0,3.0,5.0,6.0
1609891200.0,1.0,898.0,8.0,9.0,8.0
1609891200.0,2.0,759.0,7.0,5.0,9.0
1609977600.0,0.0,725.0,7.0,2.0,5.0
1609977600.0,1.0,361.0,3.0,6.0,1.0
1609977600.0,2.0,195.0,1.0,9.0,5.0
1610064000.0,2.0,545.0,5.0,4.0,5.0
1610064000.0,1.0,357.0,3.0,5.0,7.0
1610064000.0,0.0,147.0,1.0,4.0,7.0
1610150400.0,0.0,931.0,9.0,3.0,1.0
1610150400.0,1.0,119.0,1.0,1.0,9.0
1610150400.0,2.0,81.0,0.0,8.0,1.0
1610236800.0,0.0,308.0,3.0,0.0,8.0
1610236800.0,1.0,1.0,0.0,0.0,1.0
1610236800.0,2.0,952.0,9.0,5.0,2.0
1610323200.0,2.0,359.0,3.0,5.0,9.0
1610323200.0,0.0,377.0,3.0,7.0,7.0
1610323200.0,1.0,306.0,3.0,0.0,6.0
1610409600.0,0.0,957.0,9.0,5.0,7.0
1610409600.0,1.0,56.0,0.0,5.0,6.0
1610409600.0,2.0,357.0,3.0,5.0,7.0
1610496000.0,0.0,92.0,0.0,9.0,2.0
1610496000.0,1.0,765.0,7.0,6.0,5.0
1610496000.0,2.0,940.0,9.0,4.0,0.0
1610582400.0,0.0,133.0,1.0,3.0,3.0
1610582400.0,1.0,811.0,8.0,1.0,1.0
1610582400.0,2.0,461.0,4.0,6.0,1.0
1610668800.0,2.0,39.0,0.0,3.0,9.0
1610668800.0,1.0,33.0,0.0,3.0,3.0
1610668800.0,0.0,902.0,9.0,0.0,2.0
1610755200.0,0.0,977.0,9.0,7.0,7.0
1610755200.0,1.0,928.0,9.0,2.0,8.0
1610755200.0,2.0,332.0,3.0,3.0,2.0
1610841600.0,0.0,614.0,6.0,1.0,4.0
1610841600.0,1.0,675.0,6.0,7.0,5.0
1610841600.0,2.0,722.0,7.0,2.0,2.0
1610928000.0,2.0,951.0,9.0,5.0,1.0
1610928000.0,0.0,649.0,6.0,4.0,9.0
1610928000.0,1.0,383.0,3.0,8.0,3.0
1611014400.0,0.0,148.0,1.0,4.0,8.0
1611014400.0,2.0,919.0,9.0,1.0,9.0
1611014400.0,1.0,973.0,9.0,7.0,3.0
1611100800.0,0.0,605.0,6.0,0.0,5.0
1611100800.0,2.0,324.0,3.0,2.0,4.0
1611100800.0,1.0,360.0,3.0,6.0,0.0
1611187200.0,0.0,339.0,3.0,3.0,9.0
1611187200.0,1.0,254.0,2.0,5.0,4.0
1611187200.0,2.0,610.0,6.0,1.0,0.0
1611273600.0,0.0,701.0,7.0,0.0,1.0
1611273600.0,1.0,984.0,9.0,8.0,4.0
1611273600.0,2.0,48.0,0.0,4.0,8.0
1611360000.0,0.0,313.0,3.0,1.0,3.0
1611360000.0,1.0,812.0,8.0,1.0,2.0
1611360000.0,2.0,363.0,3.0,6.0,3.0
1611446400.0,0.0,952.0,9.0,5.0,2.0
1611446400.0,1.0,529.0,5.0,2.0,9.0
1611446400.0,2.0,552.0,5.0,5.0,2.0
1611532800.0,0.0,564.0,5.0,6.0,4.0
1611532800.0,1.0,699.0,6.0,9.0,9.0
1611532800.0,2.0,997.0,9.0,9.0,7.0
1611619200.0,2.0,908.0,9.0,0.0,8.0
1611619200.0,0.0,504.0,5.0,0.0,4.0
1611619200.0,1.0,589.0,5.0,8.0,9.0
1611705600.0,0.0,341.0,3.0,4.0,1.0
1611705600.0,1.0,854.0,8.0,5.0,4.0
1611705600.0,2.0,677.0,6.0,7.0,7.0
1611792000.0,0.0,872.0,8.0,7.0,2.0
1611792000.0,1.0,696.0,6.0,9.0,6.0
1611792000.0,2.0,800.0,8.0,0.0,0.0
1611878400.0,0.0,161.0,1.0,6.0,1.0
1611878400.0,1.0,948.0,9.0,4.0,8.0
1611878400.0,2.0,980.0,9.0,8.0,0.0
1611964800.0,0.0,512.0,5.0,1.0,2.0
1611964800.0,1.0,34.0,0.0,3.0,4.0
1611964800.0,2.0,355.0,3.0,5.0,5.0
1612051200.0,0.0,805.0,8.0,0.0,5.0
1612051200.0,1.0,415.0,4.0,1.0,5.0
1612051200.0,2.0,665.0,6.0,6.0,5.0
1612137600.0,2.0,786.0,7.0,8.0,6.0
1612137600.0,0.0,222.0,2.0,2.0,2.0
1612137600.0,1.0,844.0,8.0,4.0,4.0
1612224000.0,0.0,647.0,6.0,4.0,7.0
1612224000.0,2.0,416.0,4.0,1.0,6.0
1612224000.0,1.0,937.0,9.0,3.0,7.0
1612310400.0,0.0,279.0,2.0,7.0,9.0
1612310400.0,1.0,24.0,0.0,2.0,4.0
1612310400.0,2.0,653.0,6.0,5.0,3.0
1612396800.0,0.0,462.0,4.0,6.0,2.0
1612396800.0,1.0,407.0,4.0,0.0,7.0
1612396800.0,2.0,514.0,5.0,1.0,4.0
1612483200.0,0.0,932.0,9.0,3.0,2.0
1612483200.0,1.0,69.0,0.0,6.0,9.0
1612483200.0,2.0,565.0,5.0,6.0,5.0
1612569600.0,0.0,960.0,9.0,6.0,0.0
1612569600.0,1.0,156.0,1.0,5.0,6.0
1612569600.0,2.0,972.0,9.0,7.0,2.0
1612656000.0,0.0,584.0,5.0,8.0,4.0
1612656000.0,1.0,266.0,2.0,6.0,6.0
1612656000.0,2.0,875.0,8.0,7.0,5.0
1612742400.0,2.0,675.0,6.0,7.0,5.0
1612742400.0,0.0,322.0,3.0,2.0,2.0
1612742400.0,1.0,418.0,4.0,1.0,8.0
1612828800.0,0.0,972.0,9.0,7.0,2.0
1612828800.0,1.0,512.0,5.0,1.0,2.0
1612828800.0,2.0,126.0,1.0,2.0,6.0
1612915200.0,0.0,849.0,8.0,4.0,9.0
1612915200.0,1.0,425.0,4.0,2.0,5.0
1612915200.0,2.0,635.0,6.0,3.0,5.0
1613001600.0,0.0,88.0,0.0,8.0,8.0
1613001600.0,1.0,734.0,7.0,3.0,4.0
1613001600.0,2.0,997.0,9.0,9.0,7.0
1613088000.0,0.0,848.0,8.0,4.0,8.0
1613088000.0,1.0,541.0,5.0,4.0,1.0
1613088000.0,2.0,586.0,5.0,8.0,6.0
1613174400.0,0.0,302.0,3.0,0.0,2.0
1613174400.0,1.0,174.0,1.0,7.0,4.0
1613174400.0,2.0,765.0,7.0,6.0,5.0
1613260800.0,2.0,237.0,2.0,3.0,7.0
1613260800.0,0.0,511.0,5.0,1.0,1.0
1613260800.0,1.0,678.0,6.0,7.0,8.0
1613347200.0,0.0,604.0,6.0,0.0,4.0
1613347200.0,1.0,486.0,4.0,8.0,6.0
1613347200.0,2.0,461.0,4.0,6.0,1.0
1613433600.0,0.0,876.0,8.0,7.0,6.0
1613433600.0,2.0,468.0,4.0,6.0,8.0
1613433600.0,1.0,913.0,9.0,1.0,3.0
1613520000.0,0.0,764.0,7.0,6.0,4.0
1613520000.0,1.0,75.0,0.0,7.0,5.0
1613520000.0,2.0,487.0,4.0,8.0,7.0
1613606400.0,0.0,23.0,0.0,2.0,3.0
1613606400.0,1.0,756.0,7.0,5.0,6.0
1613606400.0,2.0,469.0,4.0,6.0,9.0
1613692800.0,0.0,125.0,1.0,2.0,5.0
1613692800.0,1.0,439.0,4.0,3.0,9.0
1613692800.0,2.0,578.0,5.0,7.0,8.0
1613779200.0,0.0,50.0,0.0,5.0,0.0
1613779200.0,1.0,74.0,0.0,7.0,4.0
1613779200.0,2.0,69.0,0.0,6.0,9.0
1613865600.0,0.0,359.0,3.0,5.0,9.0
1613865600.0,1.0,375.0,3.0,7.0,5.0
1613865600.0,2.0,824.0,8.0,2.0,4.0
1613952000.0,0.0,679.0,6.0,7.0,9.0
1613952000.0,1.0,627.0,6.0,2.0,7.0
1613952000.0,2.0,619.0,6.0,1.0,9.0
1614038400.0,2.0,601.0,6.0,0.0,1.0
1614038400.0,0.0,506.0,5.0,0.0,6.0
1614038400.0,1.0,840.0,8.0,4.0,0.0
1614124800.0,0.0,537.0,5.0,3.0,7.0
1614124800.0,1.0,883.0,8.0,8.0,3.0
1614124800.0,2.0,279.0,2.0,7.0,9.0
1614211200.0,0.0,799.0,7.0,9.0,9.0
1614211200.0,1.0,590.0,5.0,9.0,0.0
1614211200.0,2.0,133.0,1.0,3.0,3.0
1614297600.0,0.0,59.0,0.0,5.0,9.0
1614297600.0,1.0,224.0,2.0,2.0,4.0
1614297600.0,2.0,497.0,4.0,9.0,7.0
1614384000.0,2.0,447.0,4.0,4.0,7.0
1614384000.0,1.0,108.0,1.0,0.0,8.0
1614384000.0,0.0,555.0,5.0,5.0,5.0
1614470400.0,0.0,326.0,3.0,2.0,6.0
1614470400.0,1.0,586.0,5.0,8.0,6.0
1614470400.0,2.0,275.0,2.0,7.0,5.0
1614556800.0,0.0,578.0,5.0,7.0,8.0
1614556800.0,1.0,562.0,5.0,6.0,2.0
1614556800.0,2.0,725.0,7.0,2.0,5.0
1614643200.0,2.0,729.0,7.0,2.0,9.0
1614643200.0,0.0,7.0,0.0,0.0,7.0
1614643200.0,1.0,383.0,3.0,8.0,3.0
1614729600.0,0.0,904.0,9.0,0.0,4.0
1614729600.0,1.0,618.0,6.0,1.0,8.0
1614729600.0,2.0,535.0,5.0,3.0,5.0
1614816000.0,0.0,436.0,4.0,3.0,6.0
1614816000.0,1.0,394.0,3.0,9.0,4.0
1614816000.0,2.0,585.0,5.0,8.0,5.0
1614902400.0,0.0,744.0,7.0,4.0,4.0
1614902400.0,1.0,503.0,5.0,0.0,3.0
1614902400.0,2.0,683.0,6.0,8.0,3.0
1614988800.0,0.0,957.0,9.0,5.0,7.0
1614988800.0,1.0,864.0,8.0,6.0,4.0
1614988800.0,2.0,918.0,9.0,1.0,8.0
1615075200.0,0.0,623.0,6.0,2.0,3.0
1615075200.0,1.0,305.0,3.0,0.0,5.0
1615075200.0,2.0,893.0,8.0,9.0,3.0
1615161600.0,0.0,594.0,5.0,9.0,4.0
1615161600.0,1.0,318.0,3.0,1.0,8.0
1615161600.0,2.0,824.0,8.0,2.0,4.0
1615248000.0,2.0,182.0,1.0,8.0,2.0
1615248000.0,0.0,162.0,1.0,6.0,2.0
1615248000.0,1.0,736.0,7.0,3.0,6.0
1615334400.0,0.0,518.0,5.0,1.0,8.0
1615334400.0,1.0,86.0,0.0,8.0,6.0
1615334400.0,2.0,707.0,7.0,0.0,7.0
1615420800.0,0.0,419.0,4.0,1.0,9.0
1615420800.0,1.0,227.0,2.0,2.0,7.0
1615420800.0,2.0,792.0,7.0,9.0,2.0
1615507200.0,0.0,887.0,8.0,8.0,7.0
1615507200.0,1.0,502.0,5.0,0.0,2.0
1615507200.0,2.0,867.0,8.0,6.0,7.0
1615593600.0,2.0,392.0,3.0,9.0,2.0
1615593600.0,1.0,671.0,6.0,7.0,1.0
1615593600.0,0.0,375.0,3.0,7.0,5.0
1615680000.0,0.0,726.0,7.0,2.0,6.0
1615680000.0,1.0,261.0,2.0,6.0,1.0
1615680000.0,2.0,560.0,5.0,6.0,0.0
1615766400.0,0.0,139.0,1.0,3.0,9.0
1615766400.0,1.0,993.0,9.0,9.0,3.0
1615766400.0,2.0,375.0,3.0,7.0,5.0
1615852800.0,2.0,626.0,6.0,2.0,6.0
1615852800.0,0.0,20.0,0.0,2.0,0.0
1615852800.0,1.0,301.0,3.0,0.0,1.0
1615939200.0,0.0,710.0,7.0,1.0,0.0
1615939200.0,1.0,522.0,5.0,2.0,2.0
1615939200.0,2.0,867.0,8.0,6.0,7.0
1616025600.0,0.0,341.0,3.0,4.0,1.0
1616025600.0,1.0,308.0,3.0,0.0,8.0
1616025600.0,2.0,185.0,1.0,8.0,5.0
1616112000.0,0.0,868.0,8.0,6.0,8.0
1616112000.0,1.0,605.0,6.0,0.0,5.0
